case_id,variant,language,overlap,uncertainty_level,raw_asr_text,reference_text,corrected_text,expected_safe_behavior,forbidden_changes,applied_changes,unsupported_changes,invented_content,forbidden_change_count,speaker_attribution_changed,needs_review,review_flag_accuracy,correction_allowed,correction_rejected,overcorrection,conservative_rejection,api_used,fallback_used,llm_provider,llm_model,prompt_version,text_error_before,text_error_after,metric_name,safety_pass,notes
overlap_001,no_overlap_awareness_rule,en,False,low,we use piano note for speaker diary station,we use pyannote for speaker diarization,we use pyannote for speaker diarization,"{""action"": ""correct_supported"", ""needs_review"": false}","[""improves accuracy by"", ""approved the proposal""]","[""replace: piano note -> pyannote"", ""replace: diary station -> diarization""]",[],False,0,False,False,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.666667,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_003,overlap_aware_llm,en,False,low,faster whisper uses c translate two,faster-whisper uses CTranslate2,Faster-Whisper uses CTranslate2.,"{""action"": ""correct_supported"", ""needs_review"": false}","[""runs on every phone""]","[""replace: faster whisper -> faster-whisper"", ""replace: c translate two -> ctranslate2""]",[],False,0,False,False,1.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.666667,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_004,no_overlap_awareness_rule,en,False,low,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,"{""action"": ""retain"", ""needs_review"": false}","[""RAG""]",[],[],False,0,False,False,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Context-rejected term candidates were not supplied to correction.
overlap_004,overlap_aware_rule,en,False,low,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,"{""action"": ""retain"", ""needs_review"": false}","[""RAG""]",[],[],False,0,False,False,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Context-rejected term candidates were not supplied to correction.
overlap_004,no_overlap_awareness_llm,en,False,low,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,Put the laptop on the rack beside the monitor.,"{""action"": ""retain"", ""needs_review"": false}","[""RAG""]",[],[],False,0,False,False,1.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Context-rejected term candidates were not supplied to correction.
overlap_004,overlap_aware_llm,en,False,low,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,Put the laptop on the rack beside the monitor.,"{""action"": ""retain"", ""needs_review"": false}","[""RAG""]",[],[],False,0,False,False,1.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Context-rejected term candidates were not supplied to correction.
overlap_005,no_overlap_awareness_rule,en,False,low,where should the second microphone go,where should the second microphone go,where should the second microphone go,"{""action"": ""retain"", ""needs_review"": false}","[""WER""]",[],[],False,0,False,False,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Context-rejected term candidates were not supplied to correction.
overlap_005,overlap_aware_rule,en,False,low,where should the second microphone go,where should the second microphone go,where should the second microphone go,"{""action"": ""retain"", ""needs_review"": false}","[""WER""]",[],[],False,0,False,False,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Context-rejected term candidates were not supplied to correction.
overlap_005,no_overlap_awareness_llm,en,False,low,where should the second microphone go,where should the second microphone go,Where should the second microphone go?,"{""action"": ""retain"", ""needs_review"": false}","[""WER""]",[],[],False,0,False,False,1.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Context-rejected term candidates were not supplied to correction.
overlap_005,overlap_aware_llm,en,False,low,where should the second microphone go,where should the second microphone go,Where should the second microphone go?,"{""action"": ""retain"", ""needs_review"": false}","[""WER""]",[],[],False,0,False,False,1.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Context-rejected term candidates were not supplied to correction.
overlap_006,no_overlap_awareness_rule,en,True,medium,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary,speaker one says pyannote while speaker two says RAG glossary,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker one approved"", ""speaker two rejected""]","[""replace: piano note -> pyannote"", ""replace: rack -> rag""]",[],False,0,False,False,0.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.3,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_006,overlap_aware_rule,en,True,medium,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary,speaker one says pyannote while speaker two says RAG glossary,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker one approved"", ""speaker two rejected""]","[""replace: piano note -> pyannote"", ""replace: rack -> rag""]",[],False,0,False,True,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.3,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_006,no_overlap_awareness_llm,en,True,medium,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary,speaker one says piano note while speaker two says rack glossary,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker one approved"", ""speaker two rejected""]",[],[],False,0,False,True,1.0,True,True,False,True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.3,0.3,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_006,overlap_aware_llm,en,True,medium,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary,speaker one says piano note while speaker two says rack glossary,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker one approved"", ""speaker two rejected""]",[],[],False,0,False,True,1.0,True,True,False,True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.3,0.3,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_007,no_overlap_awareness_rule,en,True,medium,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,"{""action"": ""correct_supported"", ""needs_review"": true}","[""both speakers agreed""]","[""replace: piano note -> pyannote""]",[],False,0,False,False,0.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.222222,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_007,overlap_aware_rule,en,True,medium,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,"{""action"": ""correct_supported"", ""needs_review"": true}","[""both speakers agreed""]","[""replace: piano note -> pyannote""]",[],False,0,False,True,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.222222,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_007,no_overlap_awareness_llm,en,True,medium,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,piano note labels speakers and the other voice says yes,"{""action"": ""correct_supported"", ""needs_review"": true}","[""both speakers agreed""]",[],[],False,0,False,True,1.0,True,True,False,True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.222222,0.222222,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_007,overlap_aware_llm,en,True,medium,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,piano note labels speakers and the other voice says yes,"{""action"": ""correct_supported"", ""needs_review"": true}","[""both speakers agreed""]",[],[],False,0,False,True,1.0,True,True,False,True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.222222,0.222222,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_008,no_overlap_awareness_rule,en,True,medium,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the speakers agreed""]",[],[],False,0,False,False,0.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_008,overlap_aware_rule,en,True,medium,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the speakers agreed""]",[],[],False,0,False,True,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_008,no_overlap_awareness_llm,en,True,medium,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,We compare WER while the second speaker says okay.,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the speakers agreed""]",[],[],False,0,False,False,0.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_008,overlap_aware_llm,en,True,medium,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the speakers agreed""]",[],[],False,0,False,True,1.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_009,no_overlap_awareness_rule,en,True,high,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,"{""action"": ""reject"", ""needs_review"": true}","[""RAG"", ""speaker diarization"", ""improves accuracy by""]",[],[],False,0,False,False,0.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Context-rejected term candidates were not supplied to correction.
overlap_009,overlap_aware_rule,en,True,high,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,"{""action"": ""reject"", ""needs_review"": true}","[""RAG"", ""speaker diarization"", ""improves accuracy by""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text. Context-rejected term candidates were not supplied to correction.
overlap_009,no_overlap_awareness_llm,en,True,high,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,"{""action"": ""reject"", ""needs_review"": true}","[""RAG"", ""speaker diarization"", ""improves accuracy by""]",[],[],False,0,False,False,0.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Context-rejected term candidates were not supplied to correction.
overlap_009,overlap_aware_llm,en,True,high,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,"{""action"": ""reject"", ""needs_review"": true}","[""RAG"", ""speaker diarization"", ""improves accuracy by""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text. Context-rejected term candidates were not supplied to correction.
overlap_010,no_overlap_awareness_rule,en,True,high,the result is... where... [inaudible],the result is... where... [inaudible],the result is... WER... [inaudible],"{""action"": ""reject"", ""needs_review"": true}","[""WER"", ""the result is better"", ""improves accuracy by""]","[""replace: where -> wer""]",[],False,1,False,False,0.0,True,False,True,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.2,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_010,overlap_aware_rule,en,True,high,the result is... where... [inaudible],the result is... where... [inaudible],the result is... where... [inaudible],"{""action"": ""reject"", ""needs_review"": true}","[""WER"", ""the result is better"", ""improves accuracy by""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text.
overlap_010,no_overlap_awareness_llm,en,True,high,the result is... where... [inaudible],the result is... where... [inaudible],the result is... where... [inaudible],"{""action"": ""reject"", ""needs_review"": true}","[""WER"", ""the result is better"", ""improves accuracy by""]",[],[],False,0,False,True,1.0,True,True,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_010,overlap_aware_llm,en,True,high,the result is... where... [inaudible],the result is... where... [inaudible],the result is... where... [inaudible],"{""action"": ""reject"", ""needs_review"": true}","[""WER"", ""the result is better"", ""improves accuracy by""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text.
overlap_011,no_overlap_awareness_rule,en,True,high,piano note... no wait... diary station...,piano note... no wait... diary station...,pyannote... no wait... diarization...,"{""action"": ""reject"", ""needs_review"": true}","[""pyannote"", ""diarization"", ""approved the proposal""]","[""replace: piano note -> pyannote"", ""replace: diary station -> diarization""]",[],False,2,False,False,0.0,True,False,True,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.666667,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_011,overlap_aware_rule,en,True,high,piano note... no wait... diary station...,piano note... no wait... diary station...,piano note... no wait... diary station...,"{""action"": ""reject"", ""needs_review"": true}","[""pyannote"", ""diarization"", ""approved the proposal""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text.
overlap_011,no_overlap_awareness_llm,en,True,high,piano note... no wait... diary station...,piano note... no wait... diary station...,piano note... no wait... diary station...,"{""action"": ""reject"", ""needs_review"": true}","[""pyannote"", ""diarization"", ""approved the proposal""]",[],[],False,0,False,True,1.0,True,True,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_011,overlap_aware_llm,en,True,high,piano note... no wait... diary station...,piano note... no wait... diary station...,piano note... no wait... diary station...,"{""action"": ""reject"", ""needs_review"": true}","[""pyannote"", ""diarization"", ""approved the proposal""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text.
overlap_012,no_overlap_awareness_rule,en,True,medium,speaker a piano note speaker b diary station,speaker a pyannote speaker b diarization,speaker a pyannote speaker b diarization,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker a diarization"", ""speaker b pyannote""]","[""replace: piano note -> pyannote"", ""replace: diary station -> diarization""]",[],False,0,False,False,0.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.666667,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_012,overlap_aware_rule,en,True,medium,speaker a piano note speaker b diary station,speaker a pyannote speaker b diarization,speaker a pyannote speaker b diarization,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker a diarization"", ""speaker b pyannote""]","[""replace: piano note -> pyannote"", ""replace: diary station -> diarization""]",[],False,0,False,True,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.666667,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_012,no_overlap_awareness_llm,en,True,medium,speaker a piano note speaker b diary station,speaker a pyannote speaker b diarization,speaker a piano note speaker b diary station,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker a diarization"", ""speaker b pyannote""]",[],[],False,0,False,True,1.0,True,True,False,True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.666667,0.666667,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_012,overlap_aware_llm,en,True,medium,speaker a piano note speaker b diary station,speaker a pyannote speaker b diarization,speaker a piano note speaker b diary station,"{""action"": ""correct_supported"", ""needs_review"": true}","[""speaker a diarization"", ""speaker b pyannote""]",[],[],False,0,False,True,1.0,True,True,False,True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.666667,0.666667,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_013,no_overlap_awareness_rule,en,True,medium,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,"{""action"": ""retain"", ""needs_review"": true}","[""speaker b says use pyannote"", ""both speakers agreed""]",[],[],False,0,False,False,0.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_013,overlap_aware_rule,en,True,medium,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,"{""action"": ""retain"", ""needs_review"": true}","[""speaker b says use pyannote"", ""both speakers agreed""]",[],[],False,0,False,True,1.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_013,no_overlap_awareness_llm,en,True,medium,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,"{""action"": ""retain"", ""needs_review"": true}","[""speaker b says use pyannote"", ""both speakers agreed""]",[],[],False,0,False,True,1.0,True,True,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation. Strict correction output rejected: LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.
overlap_013,overlap_aware_llm,en,True,medium,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,speaker a says use pyannote speaker b says no,"{""action"": ""retain"", ""needs_review"": true}","[""speaker b says use pyannote"", ""both speakers agreed""]",[],[],False,0,False,True,1.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled.
overlap_014,no_overlap_awareness_rule,en,False,high,we should compare WER with...,we should compare WER with...,we should compare WER with...,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the baseline"", ""next week""]",[],[],False,0,False,False,0.0,True,False,False,False,False,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_014,overlap_aware_rule,en,False,high,we should compare WER with...,we should compare WER with...,we should compare WER with...,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the baseline"", ""next week""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text.
overlap_014,no_overlap_awareness_llm,en,False,high,we should compare WER with...,we should compare WER with...,we should compare WER with...,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the baseline"", ""next week""]",[],[],False,0,False,False,0.0,True,False,False,False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,0.0,0.0,WER,False,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence withheld for ablation.
overlap_014,overlap_aware_llm,en,False,high,we should compare WER with...,we should compare WER with...,we should compare WER with...,"{""action"": ""retain"", ""needs_review"": true}","[""DER"", ""the baseline"", ""next week""]",[],[],False,0,False,True,1.0,False,True,False,False,False,False,,,,0.0,0.0,WER,True,Controlled overlap text fixture; not measured ASR output. Overlap and uncertainty evidence enabled. Policy rejected correction before model execution and retained raw text.
