clip_id,audio_path,source_type,dataset_name,dataset_version,split,language,duration_seconds,speaker_count,has_overlap,has_interruptions,has_domain_terms,recording_device,noise_condition,consent_status,redistribution_status,license_or_access,transcript_path,anchors_path,terms_path,events_path,download_status,notes
fleurs_en_1548,data/raw/public/common_voice/en/fleurs_en_1548.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,en,6.540,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/en/fleurs_en_1548/reference_transcript.txt,data/reference/public/common_voice/en/fleurs_en_1548/reference_anchors.json,data/reference/public/common_voice/en/fleurs_en_1548/reference_terms.json,data/reference/public/common_voice/en/fleurs_en_1548/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1570,data/raw/public/common_voice/fr/fleurs_fr_1570.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,6.000,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1570/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1570/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1570/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1570/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1620,data/raw/public/common_voice/fr/fleurs_fr_1620.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,15.360,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1620/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1620/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1620/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1620/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1533,data/raw/public/common_voice/fr/fleurs_fr_1533.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,7.860,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1533/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1533/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1533/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1533/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1652,data/raw/public/common_voice/fr/fleurs_fr_1652.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,8.520,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1652/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1652/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1652/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1652/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1640,data/raw/public/common_voice/fr/fleurs_fr_1640.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,7.380,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1640/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1640/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1640/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1640/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1616,data/raw/public/common_voice/fr/fleurs_fr_1616.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,12.000,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1616/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1616/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1616/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1616/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1553,data/raw/public/common_voice/fr/fleurs_fr_1553.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,6.900,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1553/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1553/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1553/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1553/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1523,data/raw/public/common_voice/fr/fleurs_fr_1523.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,10.500,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1523/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1523/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1523/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1523/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_fr_1558,data/raw/public/common_voice/fr/fleurs_fr_1558.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,fr,8.400,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/fr/fleurs_fr_1558/reference_transcript.txt,data/reference/public/common_voice/fr/fleurs_fr_1558/reference_anchors.json,data/reference/public/common_voice/fr/fleurs_fr_1558/reference_terms.json,data/reference/public/common_voice/fr/fleurs_fr_1558/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1579,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1579.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,18.380,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1579/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1579/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1579/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1579/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1605,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1605.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,7.440,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1605/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1605/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1605/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1605/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1581,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1581.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,7.560,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1581/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1581/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1581/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1581/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1648,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1648.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,9.660,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1648/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1648/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1648/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1648/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1588,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1588.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,15.460,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1588/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1588/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1588/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1588/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1638,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1638.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,12.220,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1638/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1638/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1638/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1638/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1559,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1559.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,14.280,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1559/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1559/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1559/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1559/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1519,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1519.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,15.380,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1519/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1519/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1519/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1519/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1523,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1523.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,11.460,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1523/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1523/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1523/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1523/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
fleurs_zh_cn_1593,data/raw/public/common_voice/zh-CN/fleurs_zh_cn_1593.wav,public_dataset,Google FLEURS,Hugging Face main revision,validation,zh-CN,9.120,1,false,false,false,dataset_provided,dataset_provided,dataset_terms,raw_audio_not_committed,CC BY 4.0; used as the documented multilingual fallback.,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1593/reference_transcript.txt,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1593/reference_anchors.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1593/reference_terms.json,data/reference/public/common_voice/zh-CN/fleurs_zh_cn_1593/reference_events.json,downloaded,Common Voice was unavailable; real FLEURS fallback sample.
