proposal_id,source,category,language,raw_asr_text,proposed_corrected_text,reference_text,context,retrieved_terms,overlap_flag,heavy_overlap_flag,speaker_ambiguity_flag,partial_utterance_flag,error_before,error_after,error_delta,binary_label,label_source,label_rule,needs_human_check,notes,case_group
heldout::0036,heldout_controlled,technical_term_recovery,en,We use rack retrieval for diarization,We use RAG retrieval for diarization,We use RAG for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 36; independent from R1 templates.,heldout_group_2
heldout::0037,heldout_controlled,technical_term_recovery,en,where,WER,WER,Test context for technical_term_recovery,"[""WER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 37; independent from R1 templates.,heldout_group_2
heldout::0038,heldout_controlled,technical_term_recovery,en,where for diarization,WER for diarization,WER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 38; independent from R1 templates.,heldout_group_2
heldout::0039,heldout_controlled,technical_term_recovery,en,We use where,We use WER,We use WER,Test context for technical_term_recovery,"[""WER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 39; independent from R1 templates.,heldout_group_2
heldout::0040,heldout_controlled,technical_term_recovery,en,We use where for diarization,We use WER for diarization,We use WER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 40; independent from R1 templates.,heldout_group_2
heldout::0041,heldout_controlled,technical_term_recovery,en,where metric,WER metric,WER,Test context for technical_term_recovery,"[""WER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 41; independent from R1 templates.,heldout_group_3
heldout::0042,heldout_controlled,technical_term_recovery,en,where metric for diarization,WER metric for diarization,WER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 42; independent from R1 templates.,heldout_group_3
heldout::0043,heldout_controlled,technical_term_recovery,en,We use where metric,We use WER metric,We use WER,Test context for technical_term_recovery,"[""WER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 43; independent from R1 templates.,heldout_group_3
heldout::0044,heldout_controlled,technical_term_recovery,en,We use where metric for diarization,We use WER metric for diarization,We use WER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 44; independent from R1 templates.,heldout_group_3
heldout::0045,heldout_controlled,technical_term_recovery,en,where score,WER score,WER,Test context for technical_term_recovery,"[""WER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 45; independent from R1 templates.,heldout_group_3
heldout::0046,heldout_controlled,technical_term_recovery,en,where score for diarization,WER score for diarization,WER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 46; independent from R1 templates.,heldout_group_3
heldout::0047,heldout_controlled,technical_term_recovery,en,We use where score,We use WER score,We use WER,Test context for technical_term_recovery,"[""WER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 47; independent from R1 templates.,heldout_group_3
heldout::0048,heldout_controlled,technical_term_recovery,en,We use where score for diarization,We use WER score for diarization,We use WER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 48; independent from R1 templates.,heldout_group_3
heldout::0049,heldout_controlled,technical_term_recovery,en,ear,DER,DER,Test context for technical_term_recovery,"[""DER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 49; independent from R1 templates.,heldout_group_3
heldout::0050,heldout_controlled,technical_term_recovery,en,ear for diarization,DER for diarization,DER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 50; independent from R1 templates.,heldout_group_3
heldout::0051,heldout_controlled,technical_term_recovery,en,We use ear,We use DER,We use DER,Test context for technical_term_recovery,"[""DER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 51; independent from R1 templates.,heldout_group_3
heldout::0052,heldout_controlled,technical_term_recovery,en,We use ear for diarization,We use DER for diarization,We use DER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 52; independent from R1 templates.,heldout_group_3
heldout::0053,heldout_controlled,technical_term_recovery,en,dear,DER,DER,Test context for technical_term_recovery,"[""DER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 53; independent from R1 templates.,heldout_group_3
heldout::0054,heldout_controlled,technical_term_recovery,en,dear for diarization,DER for diarization,DER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 54; independent from R1 templates.,heldout_group_3
heldout::0055,heldout_controlled,technical_term_recovery,en,We use dear,We use DER,We use DER,Test context for technical_term_recovery,"[""DER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 55; independent from R1 templates.,heldout_group_3
heldout::0056,heldout_controlled,technical_term_recovery,en,We use dear for diarization,We use DER for diarization,We use DER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 56; independent from R1 templates.,heldout_group_3
heldout::0057,heldout_controlled,technical_term_recovery,en,ear score,DER score,DER,Test context for technical_term_recovery,"[""DER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 57; independent from R1 templates.,heldout_group_3
heldout::0058,heldout_controlled,technical_term_recovery,en,ear score for diarization,DER score for diarization,DER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 58; independent from R1 templates.,heldout_group_3
heldout::0059,heldout_controlled,technical_term_recovery,en,We use ear score,We use DER score,We use DER,Test context for technical_term_recovery,"[""DER""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 59; independent from R1 templates.,heldout_group_3
heldout::0060,heldout_controlled,technical_term_recovery,en,We use ear score for diarization,We use DER score for diarization,We use DER for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 60; independent from R1 templates.,heldout_group_3
heldout::0061,heldout_controlled,technical_term_recovery,en,temporal anger,temporal anchor,temporal anchor,Test context for technical_term_recovery,"[""temporal anchor""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 61; independent from R1 templates.,heldout_group_4
heldout::0062,heldout_controlled,technical_term_recovery,en,temporal anger for diarization,temporal anchor for diarization,temporal anchor for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 62; independent from R1 templates.,heldout_group_4
heldout::0063,heldout_controlled,technical_term_recovery,en,We use temporal anger,We use temporal anchor,We use temporal anchor,Test context for technical_term_recovery,"[""temporal anchor""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 63; independent from R1 templates.,heldout_group_4
heldout::0064,heldout_controlled,technical_term_recovery,en,We use temporal anger for diarization,We use temporal anchor for diarization,We use temporal anchor for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 64; independent from R1 templates.,heldout_group_4
heldout::0065,heldout_controlled,technical_term_recovery,en,anger anchor,temporal anchor,temporal anchor,Test context for technical_term_recovery,"[""temporal anchor""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 65; independent from R1 templates.,heldout_group_4
heldout::0066,heldout_controlled,technical_term_recovery,en,anger anchor for diarization,temporal anchor for diarization,temporal anchor for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 66; independent from R1 templates.,heldout_group_4
heldout::0067,heldout_controlled,technical_term_recovery,en,We use anger anchor,We use temporal anchor,We use temporal anchor,Test context for technical_term_recovery,"[""temporal anchor""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 67; independent from R1 templates.,heldout_group_4
heldout::0068,heldout_controlled,technical_term_recovery,en,We use anger anchor for diarization,We use temporal anchor for diarization,We use temporal anchor for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 68; independent from R1 templates.,heldout_group_4
heldout::0069,heldout_controlled,technical_term_recovery,en,temporal anger anchor,temporal anchor,temporal anchor,Test context for technical_term_recovery,"[""temporal anchor""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 69; independent from R1 templates.,heldout_group_4
heldout::0070,heldout_controlled,technical_term_recovery,en,temporal anger anchor for diarization,temporal anchor for diarization,temporal anchor for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 70; independent from R1 templates.,heldout_group_4
heldout::0071,heldout_controlled,technical_term_recovery,en,We use temporal anger anchor,We use temporal anchor,We use temporal anchor,Test context for technical_term_recovery,"[""temporal anchor""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 71; independent from R1 templates.,heldout_group_4
heldout::0072,heldout_controlled,technical_term_recovery,en,We use temporal anger anchor for diarization,We use temporal anchor for diarization,We use temporal anchor for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 72; independent from R1 templates.,heldout_group_4
heldout::0073,heldout_controlled,technical_term_recovery,en,faster whisper,faster-whisper,faster-whisper,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 73; independent from R1 templates.,heldout_group_4
heldout::0074,heldout_controlled,technical_term_recovery,en,faster whisper for diarization,faster-whisper for diarization,faster-whisper for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 74; independent from R1 templates.,heldout_group_4
heldout::0075,heldout_controlled,technical_term_recovery,en,We use faster whisper,We use faster-whisper,We use faster-whisper,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 75; independent from R1 templates.,heldout_group_4
heldout::0076,heldout_controlled,technical_term_recovery,en,We use faster whisper for diarization,We use faster-whisper for diarization,We use faster-whisper for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 76; independent from R1 templates.,heldout_group_4
heldout::0077,heldout_controlled,technical_term_recovery,en,c translate two,CTranslate2,CTranslate2,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 77; independent from R1 templates.,heldout_group_4
heldout::0078,heldout_controlled,technical_term_recovery,en,c translate two for diarization,CTranslate2 for diarization,CTranslate2 for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 78; independent from R1 templates.,heldout_group_4
heldout::0079,heldout_controlled,technical_term_recovery,en,We use c translate two,We use CTranslate2,We use CTranslate2,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 79; independent from R1 templates.,heldout_group_4
heldout::0080,heldout_controlled,technical_term_recovery,en,We use c translate two for diarization,We use CTranslate2 for diarization,We use CTranslate2 for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 80; independent from R1 templates.,heldout_group_4
heldout::0081,heldout_controlled,technical_term_recovery,en,q when,Qwen,Qwen,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 81; independent from R1 templates.,heldout_group_5
heldout::0082,heldout_controlled,technical_term_recovery,en,q when for diarization,Qwen for diarization,Qwen for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 82; independent from R1 templates.,heldout_group_5
heldout::0083,heldout_controlled,technical_term_recovery,en,We use q when,We use Qwen,We use Qwen,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 83; independent from R1 templates.,heldout_group_5
heldout::0084,heldout_controlled,technical_term_recovery,en,We use q when for diarization,We use Qwen for diarization,We use Qwen for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 84; independent from R1 templates.,heldout_group_5
heldout::0085,heldout_controlled,technical_term_recovery,en,tag speech,TagSpeech,TagSpeech,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 85; independent from R1 templates.,heldout_group_5
heldout::0086,heldout_controlled,technical_term_recovery,en,tag speech for diarization,TagSpeech for diarization,TagSpeech for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 86; independent from R1 templates.,heldout_group_5
heldout::0087,heldout_controlled,technical_term_recovery,en,We use tag speech,We use TagSpeech,We use TagSpeech,Test context for technical_term_recovery,[],False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 87; independent from R1 templates.,heldout_group_5
heldout::0088,heldout_controlled,technical_term_recovery,en,We use tag speech for diarization,We use TagSpeech for diarization,We use TagSpeech for diarization,Test context for technical_term_recovery,"[""diarization"", ""speaker diarization""]",False,False,False,False,0.3,0.0,0.3,safe_to_apply,controlled_reference,error_after + 0.010 < error_before,False,Heldout test case 88; independent from R1 templates.,heldout_group_5
